city,parameter,value,date
Timisoara,pm25,14.0,2024-01-07
Timisoara,pm25,10.21,2024-01-08
Timisoara,pm25,13.26,2024-01-09
Timisoara,pm25,12.32,2024-01-10
Timisoara,pm25,10.4,2024-01-11
Timisoara,pm25,11.92,2024-01-12
Timisoara,pm25,13.65,2024-01-13
Timisoara,pm25,10.82,2024-01-14
Timisoara,pm25,14.68,2024-01-15
Timisoara,pm25,14.07,2024-01-16
Timisoara,pm25,12.68,2024-01-17
Timisoara,pm25,13.2,2024-01-18
Timisoara,pm25,14.42,2024-01-19
Timisoara,pm25,12.16,2024-01-20
Timisoara,pm25,12.46,2024-01-21
Timisoara,pm25,14.52,2024-01-22
Timisoara,pm25,14.74,2024-01-23
Timisoara,pm25,15.55,2024-01-24
Timisoara,pm25,15.44,2024-01-25
Timisoara,pm25,13.32,2024-01-26
Timisoara,pm25,16.04,2024-01-27
Timisoara,pm25,12.02,2024-01-28
Timisoara,pm25,15.93,2024-01-29
Timisoara,pm25,16.25,2024-01-30
Timisoara,pm25,13.64,2024-01-31
Timisoara,pm25,14.04,2024-02-01
Timisoara,pm25,14.88,2024-02-02
Timisoara,pm25,14.41,2024-02-03
Timisoara,pm25,14.99,2024-02-04
Timisoara,pm25,14.04,2024-02-05
Timisoara,pm25,15.45,2024-02-06
Timisoara,pm25,17.13,2024-02-07
Timisoara,pm25,13.57,2024-02-08
Timisoara,pm25,15.37,2024-02-09
Timisoara,pm25,12.74,2024-02-10
Timisoara,pm25,16.25,2024-02-11
Timisoara,pm25,15.96,2024-02-12
Timisoara,pm25,14.67,2024-02-13
Timisoara,pm25,15.83,2024-02-14
Timisoara,pm25,15.6,2024-02-15
Timisoara,pm25,14.39,2024-02-16
Timisoara,pm25,17.19,2024-02-17
Timisoara,pm25,15.68,2024-02-18
Timisoara,pm25,14.49,2024-02-19
Timisoara,pm25,14.93,2024-02-20
Timisoara,pm25,14.29,2024-02-21
Timisoara,pm25,15.59,2024-02-22
Timisoara,pm25,16.48,2024-02-23
Timisoara,pm25,16.84,2024-02-24
Timisoara,pm25,14.84,2024-02-25
Timisoara,pm25,17.65,2024-02-26
Timisoara,pm25,16.23,2024-02-27
Timisoara,pm25,14.63,2024-02-28
Timisoara,pm25,14.26,2024-02-29
Timisoara,pm25,15.52,2024-03-01
Timisoara,pm25,18.87,2024-03-02
Timisoara,pm25,18.75,2024-03-03
Timisoara,pm25,14.95,2024-03-04
Timisoara,pm25,17.2,2024-03-05
Timisoara,pm25,19.23,2024-03-06
Timisoara,pm25,15.19,2024-03-07
Timisoara,pm25,15.44,2024-03-08
Timisoara,pm25,18.75,2024-03-09
Timisoara,pm25,19.16,2024-03-10
Timisoara,pm25,15.98,2024-03-11
Timisoara,pm25,18.85,2024-03-12
Timisoara,pm25,15.45,2024-03-13
Timisoara,pm25,18.91,2024-03-14
Timisoara,pm25,18.89,2024-03-15
Timisoara,pm25,17.82,2024-03-16
Timisoara,pm25,16.67,2024-03-17
Timisoara,pm25,19.44,2024-03-18
Timisoara,pm25,16.68,2024-03-19
Timisoara,pm25,19.74,2024-03-20
Timisoara,pm25,19.17,2024-03-21
Timisoara,pm25,19.9,2024-03-22
Timisoara,pm25,20.73,2024-03-23
Timisoara,pm25,16.57,2024-03-24
Timisoara,pm25,20.73,2024-03-25
Timisoara,pm25,18.61,2024-03-26
Timisoara,pm25,21.0,2024-03-27
Timisoara,pm25,21.34,2024-03-28
Timisoara,pm25,17.21,2024-03-29
Timisoara,pm25,20.5,2024-03-30
Voluntari,pm10,24.59,2024-01-01
Voluntari,pm10,26.17,2024-01-02
Voluntari,pm10,27.2,2024-01-03
Voluntari,pm10,23.41,2024-01-04
Voluntari,pm10,26.89,2024-01-05
Voluntari,pm10,22.92,2024-01-06
Voluntari,pm10,26.93,2024-01-07
Voluntari,pm10,24.37,2024-01-08
Voluntari,pm10,25.79,2024-01-09
Voluntari,pm10,28.06,2024-01-10
Voluntari,pm10,25.37,2024-01-11
Voluntari,pm10,26.36,2024-01-12
Voluntari,pm10,25.67,2024-01-13
Voluntari,pm10,25.15,2024-01-14
Voluntari,pm10,26.68,2024-01-15
Voluntari,pm10,28.05,2024-01-16
Voluntari,pm10,26.46,2024-01-17
Voluntari,pm10,27.44,2024-01-18
Voluntari,pm10,25.66,2024-01-19
Voluntari,pm10,26.3,2024-01-20
Voluntari,pm10,25.73,2024-01-21
Voluntari,pm10,28.7,2024-01-22
Voluntari,pm10,27.12,2024-01-23
Voluntari,pm10,25.0,2024-01-24
Voluntari,pm10,25.36,2024-01-25
Voluntari,pm10,27.44,2024-01-26
Voluntari,pm10,25.51,2024-01-27
Voluntari,pm10,25.01,2024-01-28
Voluntari,pm10,28.67,2024-01-29
Voluntari,pm10,26.39,2024-01-30
Voluntari,pm10,24.93,2024-01-31
Voluntari,pm10,29.35,2024-02-01
Voluntari,pm10,25.42,2024-02-02
Voluntari,pm10,28.56,2024-02-03
Voluntari,pm10,27.2,2024-02-04
Voluntari,pm10,28.64,2024-02-05
Voluntari,pm10,28.8,2024-02-06
Voluntari,pm10,29.18,2024-02-07
Voluntari,pm10,28.85,2024-02-08
Voluntari,pm10,28.54,2024-02-09
Voluntari,pm10,25.85,2024-02-10
Voluntari,pm10,27.22,2024-02-11
Voluntari,pm10,29.7,2024-02-12
Voluntari,pm10,29.16,2024-02-13
Voluntari,pm10,28.56,2024-02-14
Voluntari,pm10,29.56,2024-02-15
Voluntari,pm10,29.21,2024-02-16
Voluntari,pm10,28.71,2024-02-17
Voluntari,pm10,30.72,2024-02-18
Voluntari,pm10,28.04,2024-02-19
Voluntari,pm10,30.65,2024-02-20
Voluntari,pm10,30.72,2024-02-21
Voluntari,pm10,30.48,2024-02-22
Voluntari,pm10,26.97,2024-02-23
Voluntari,pm10,28.41,2024-02-24
Voluntari,pm10,29.79,2024-02-25
Voluntari,pm10,31.46,2024-02-26
Voluntari,pm10,31.74,2024-02-27
Voluntari,pm10,31.75,2024-02-28
Voluntari,pm10,27.97,2024-02-29
Voluntari,pm10,28.73,2024-03-01
Voluntari,pm10,28.96,2024-03-02
Voluntari,pm10,32.24,2024-03-03
Voluntari,pm10,31.2,2024-03-04
Voluntari,pm10,30.51,2024-03-05
Voluntari,pm10,30.03,2024-03-06
Voluntari,pm10,30.44,2024-03-07
Voluntari,pm10,31.19,2024-03-08
Voluntari,pm10,29.18,2024-03-09
Voluntari,pm10,28.06,2024-03-10
Voluntari,pm10,32.56,2024-03-11
Voluntari,pm10,30.52,2024-03-12
Voluntari,pm10,32.91,2024-03-13
Voluntari,pm10,31.59,2024-03-14
Voluntari,pm10,32.63,2024-03-15
Voluntari,pm10,29.47,2024-03-16
Voluntari,pm10,33.42,2024-03-17
Voluntari,pm10,29.66,2024-03-18
Voluntari,pm10,33.16,2024-03-19
Voluntari,pm10,32.54,2024-03-20
Voluntari,pm10,30.57,2024-03-21
Voluntari,pm10,32.66,2024-03-22
Voluntari,pm10,33.77,2024-03-23
Voluntari,pm10,33.51,2024-03-24
Voluntari,pm10,30.66,2024-03-25
Voluntari,pm10,30.82,2024-03-26
Voluntari,pm10,32.85,2024-03-27
Voluntari,pm10,33.34,2024-03-28
Voluntari,pm10,34.41,2024-03-29
Voluntari,pm10,32.88,2024-03-30
Voluntari,pm25,12.54,2024-01-01
Voluntari,pm25,11.23,2024-01-02
Voluntari,pm25,14.15,2024-01-03
Voluntari,pm25,13.45,2024-01-04
Voluntari,pm25,13.91,2024-01-05
Voluntari,pm25,12.51,2024-01-06
Voluntari,pm25,13.54,2024-01-07
Voluntari,pm25,10.79,2024-01-08
Voluntari,pm25,11.33,2024-01-09
Voluntari,pm25,11.5,2024-01-10
Voluntari,pm25,10.82,2024-01-11
Voluntari,pm25,12.82,2024-01-12
Voluntari,pm25,13.16,2024-01-13
Voluntari,pm25,10.88,2024-01-14
Voluntari,pm25,13.82,2024-01-15
Voluntari,pm25,11.72,2024-01-16
Voluntari,pm25,11.29,2024-01-17
Voluntari,pm25,12.56,2024-01-18
Voluntari,pm25,15.05,2024-01-19
Voluntari,pm25,11.48,2024-01-20
Voluntari,pm25,14.0,2024-01-21
Voluntari,pm25,14.42,2024-01-22
Voluntari,pm25,14.8,2024-01-23
Voluntari,pm25,11.72,2024-01-24
Voluntari,pm25,15.0,2024-01-25
Voluntari,pm25,15.48,2024-01-26
Voluntari,pm25,15.71,2024-01-27
Voluntari,pm25,16.33,2024-01-28
Voluntari,pm25,15.54,2024-01-29
Voluntari,pm25,13.58,2024-01-30
Voluntari,pm25,16.03,2024-01-31
Voluntari,pm25,15.33,2024-02-01
Voluntari,pm25,12.41,2024-02-02
Voluntari,pm25,16.97,2024-02-03
Voluntari,pm25,13.84,2024-02-04
Voluntari,pm25,14.9,2024-02-05
Voluntari,pm25,13.96,2024-02-06
Voluntari,pm25,13.35,2024-02-07
Voluntari,pm25,14.45,2024-02-08
Voluntari,pm25,15.88,2024-02-09
Voluntari,pm25,13.44,2024-02-10
Voluntari,pm25,17.76,2024-02-11
Voluntari,pm25,14.5,2024-02-12
Voluntari,pm25,15.91,2024-02-13
Voluntari,pm25,15.7,2024-02-14
Voluntari,pm25,15.85,2024-02-15
Voluntari,pm25,16.74,2024-02-16
Voluntari,pm25,14.45,2024-02-17
Voluntari,pm25,15.38,2024-02-18
Voluntari,pm25,13.64,2024-02-19
Voluntari,pm25,16.17,2024-02-20
Voluntari,pm25,17.02,2024-02-21
Voluntari,pm25,14.6,2024-02-22
Voluntari,pm25,15.2,2024-02-23
Voluntari,pm25,17.64,2024-02-24
Voluntari,pm25,14.55,2024-02-25
Voluntari,pm25,15.41,2024-02-26
Voluntari,pm25,14.55,2024-02-27
Voluntari,pm25,14.82,2024-02-28
Voluntari,pm25,16.88,2024-02-29
Voluntari,pm25,17.88,2024-03-01
Voluntari,pm25,16.43,2024-03-02
Voluntari,pm25,18.69,2024-03-03
Voluntari,pm25,14.73,2024-03-04
Voluntari,pm25,15.76,2024-03-05
Voluntari,pm25,16.72,2024-03-06
Voluntari,pm25,16.47,2024-03-07
Voluntari,pm25,19.3,2024-03-08
Voluntari,pm25,18.15,2024-03-09
Voluntari,pm25,15.23,2024-03-10
Voluntari,pm25,17.72,2024-03-11
Voluntari,pm25,19.54,2024-03-12
Voluntari,pm25,16.28,2024-03-13
Voluntari,pm25,16.91,2024-03-14
Voluntari,pm25,17.77,2024-03-15
Voluntari,pm25,19.82,2024-03-16
Voluntari,pm25,18.9,2024-03-17
Voluntari,pm25,20.64,2024-03-18
Voluntari,pm25,16.84,2024-03-19
Voluntari,pm25,20.04,2024-03-20
Voluntari,pm25,16.13,2024-03-21
Voluntari,pm25,17.54,2024-03-22
Voluntari,pm25,20.12,2024-03-23
Voluntari,pm25,16.85,2024-03-24
Voluntari,pm25,19.05,2024-03-25
Voluntari,pm25,17.0,2024-03-26
Voluntari,pm25,16.44,2024-03-27
Voluntari,pm25,18.54,2024-03-28
Voluntari,pm25,19.2,2024-03-29
Voluntari,pm25,17.66,2024-03-30
